Parameter,Type,Min,Max,Default,Description
Disqualifying_Properties,array of strings,NA,NA,[],A list of **NodeProperty** key:value pairs that causes the intervention not to be distributed to the node or aborted (stopped before it could be applied). See [IndividualProperties](parameter-demographics.md#nodeproperties-and-individualproperties) parameters for more information.
Dont_Allow_Duplicates,boolean,0,1,0,"If a node's container has an intervention, set to true (1) to prevent it from receiving another copy of the intervention. Supported by all intervention classes."
Intervention_Name,string,NA,NA,RelationshipFormationRateChanger,The optional name used to refer to this intervention as a means to differentiate it from others that use the same class.
New_Property_Value,string,NA,NA,"""""",An optional **NodeProperty** key:value pair that will be assigned when the intervention is applied. See [IndividualProperties](parameter-demographics.md#nodeproperties-and-individualproperties) parameters for more information.
Overriding_Formation_Rate,float,0,1,0.001,The constant formation rate to start using for the relationships in the node of the selected type. Assumes the node is configured with **Formation_Rate_Type** set to 'CONSTANT'.
Relationship_Type,enum,NA,NA,TRANSITORY,Change the behavior of the relationships for this type of relationship in this node. Possible values are:<br> <br> * TRANSITORY<br> * INFORMAL<br> * MARITAL<br> * COMMERCIAL
