Parameter,Type,Min,Max,Default,Description
COMMERCIAL,json object,NA,NA,NA,"The structure that defines basic relationship, pair formation, and concurrency parameters for transactional relationships involving commercial sex work (CSW). See [example](../json/demo-society-hiv-commercial.json)."
Concurrency_Configuration,json object,NA,NA,NA,"The structure that determines how concurrent relationships are formed, for *all* relationship types. To apply to all individuals regardless of individual property values, nest parameters under NONE. To apply only to individuals with certain property values, nest parameters under the property value. See [example](../json/demo-society-hiv-concurrency-configuration.json)."
INFORMAL,json object,NA,NA,NA,"The structure that defines basic relationship, pair formation, and concurrency parameters for longer-term non-marital relationships. See [example](../json/demo-society-hiv-informal.json)."
MARITAL,json object,NA,NA,NA,"The structure that defines basic relationship, pair formation, and concurrency parameters for marital relationships. See [example](../json/demo-society-hiv-marital.json)."
Pair_Formation_Parameters,json object,NA,NA,NA,Structure that defines all relationship formation parameters for the relationship type specified. See [example](../json/demo-society-hiv-pair-formation-parameters.json).
Society,json object,NA,NA,NA,"The structure that defines the behavioral-based parameters of a relationship type. Under this structure, include the following and assign JSON objects to each:<br> <br> Concurrency_Configuration<br> Defines how the simultaneous relationship parameters are used across all relationship types.<br> TRANSITORY<br> All parameters for brief relationships lasting one night, weekend, or week.<br> INFORMAL<br> All parameters for longer-term non-marital relationships.<br> MARITAL<br> All parameters for marital relationships.<br> COMMERCIAL<br> All parameters for transactional relationships involving commercial sex work (CSW). See [example](../json/demo-society-hiv-society.json)."
TRANSITORY,json object,NA,NA,NA,"The structure that defines basic relationship, pair formation, and concurrency parameters for brief relationships lasting one night, weekend, or week. See [example](../json/demo-society-hiv-transitory.json)."
