Parameter,Type,Min,Max,Default,Description
Antigen,integer,0,10,0,The antigenic base strain ID of the outbreak infection.
Genome,integer,-1,1.67E+07,0,The genome ID of the outbreak infection. Together with the clade ID (**Clade**) they represent an infection as a unitary object. Values for **Genome** may range from -1 to 2\ :sup:`Log2_Number_of_Genomes_per_Clade-1`. Set this to -1 to create a random number generator.
Ignore_Immunity,boolean,0,1,1,Individuals will be force-infected (with a specific strain) regardless of actual immunity level when set to true (1).
Incubation_Period_Override,integer,-1,2147480000.0,-1,"The incubation period, in days, that infected individuals will go through before becoming infectious. This value overrides the incubation period set in the configuration file. Note for HIV simulations only: If set to 0, infection is assumed to be part of an outbreak event and a random duration until death is determined. For all other simulation types: Set to -1 to honor the configuration parameter settings."
