Parameter,Type,Min,Max,Default,Description
Coordinator_Name,string,NA,NA,FirstNodeWithNodePropertyEventCoordinator,The unique identifying coordinator name used to identify the different coordinators in reports.
Node_ID_To_Coordinator_Event_List,array of json objects,,,[],The list of Node ID & Coordinator Event pairs to find the first node id that has the given **NodeProperty**. See [example](../json/campaign-firstnodewithnodepropertyeventcoordinator-node-id-to-coordinator-event-list.json).
Node_Property_Key_Value_To_Have,string,NA,NA,"""""",The **NodeProperty** key:value pair that the node must have to get its event broadcasted.
Not_Found_Coordinator_Event,string,NA,NA,"""""",Coordinator event to broadcast when a node with the given **NodeProperty** key:value pair is not found. The events contained in the list are defined in **Custom_Coordinator_Events** in the simulation configuration file.
Start_Trigger_Condition_List,array of strings,NA,NA,[],"If one of the coordinator events in this list is heard, the coordinator will start and attempt to send an event based on the selection of a node. The events contained in the list are defined in **Custom_Coordinator_Events** in the simulation configuration file. See [example](../json/campaign-firstnodewithnodepropertyeventcoordinator-start-trigger-condition-list.json)."
