Parameter,Type,Min,Max,Default,Description
Concurrency_Parameters,json object,NA,NA,NA,"The structure that determines how concurrent relationships are formed, for a *specific* relationship type. This parameter is nested under a parameter for one of the supported relationship types. To apply to all individuals regardless of individual property values, nest parameters under NONE. To apply only to individuals with certain property values, nest parameters under the property value as set in **Concurrency_Configuration**. See [example](../json/demo-concurrency-params-hiv-concurrency-parameters.json)."
Max_Simultaneous_Relationships_Female,integer,0,63,1,"For females, the maximum number of concurrent relationships. The individual sets the value at initialization and whenever they change relationship type."
Max_Simultaneous_Relationships_Male,integer,0,63,1,"For males, the maximum number of concurrent relationships."
Prob_Extra_Relationship_Female,float,0,1,0,The probability of a female receiving a flag that allows her to seek additional relationships while currently in another relationship.
Prob_Extra_Relationship_Male,float,0,1,0,The probability of a male receiving a flag that allows him to seek additional relationships while currently in another relationship.
